company_name,n_deals,n_unique_athletes,total_nil_value,avg_nil_value,top_school,top_position
Chicken N Pickle,4,4,0.0,0.0,Wichita State,MF
Rock 'Em Socks,4,3,0.0,0.0,Boise State,CB
Dr Teal's,4,4,0.0,0.0,,QB
Meet the Pack Day,4,3,0.0,0.0,Western Michigan,WR
Hyperice,4,4,0.0,0.0,Virginia Tech,WR
Door Dash,4,4,0.0,0.0,Connecticut,SG
BioSteel,4,4,0.0,0.0,Duke,DL
Ronald McDonald House,4,4,0.0,0.0,Stanford,DL
Shuman Farms,4,4,0.0,0.0,Georgia Southern,WR
PJ's Coffee,4,4,0.0,0.0,LSU,AT
Madison Reed,4,4,0.0,0.0,Connecticut,CG
Anna's Place NOLA,4,4,0.0,0.0,Miami,CB
Roots Natural Kitchen,4,4,0.0,0.0,Maryland,All
Bill's Place,4,4,0.0,0.0,Memphis,IOL
Waste Pro,4,4,0.0,0.0,UCF,DL
CrisP Clothing,4,4,0.0,0.0,Syracuse,OT
JDRF,4,4,0.0,0.0,Iowa,SF
Snickers,4,4,0.0,0.0,San Jose State,SG
Electrolit,4,4,0.0,0.0,Houston,OH
Xenith Prep Kickoff Classic,4,4,0.0,0.0,Miami (OH),LB
Ovation,4,4,0.0,0.0,South Carolina,ATH
Good Molecules,4,3,0.0,0.0,Texas,CG
Eastbay,4,4,0.0,0.0,,PG
Bluepeak,4,4,0.0,0.0,Oklahoma State,OF
Alma Mater,4,4,0.0,0.0,Florida,IF
Rich Mar Florist,4,4,0.0,0.0,Iowa,SG
Alo Yoga,4,4,0.0,0.0,Colorado,QB
TOGETHXR,4,4,1500772.0,1500772.0,Oregon,H
Lucile Packard Children's Hospital,4,4,0.0,0.0,Stanford,S
Champions of Change,4,4,0.0,0.0,,WR
Charitable Gift America,4,2,0.0,0.0,Michigan State,All
Memphis Shelby Crime Commission,4,4,0.0,0.0,Memphis,LB
Discord,4,3,0.0,0.0,UCLA,SF
Ted's Bar,4,4,0.0,0.0,North Carolina,EDGE
Scheerer McCulloch,4,3,0.0,0.0,Indiana,SG
Collegiate Legends,4,4,4128720.0,2064360.0,Clemson,QB
Weis Markets,4,4,0.0,0.0,Penn State,IOL
Mark Wahlberg Chevrolet of Columbus,4,4,0.0,0.0,Ohio State,ATH
Austin Creative Reuse,4,4,0.0,0.0,Texas,SG
The Daspit Law Firm,4,3,0.0,0.0,Houston,SG
STX Women’s Lacrosse,4,4,0.0,0.0,,AT
DREAAM,4,4,0.0,0.0,Illinois,WR
Vuori,4,4,5317157.0,5317157.0,Texas,QB
DIRECTV,4,4,0.0,0.0,UCLA,QB
Colin's Hope,4,4,0.0,0.0,Texas,DL
Me Fine Foundation,4,2,0.0,0.0,,C
Bartleby,4,4,0.0,0.0,Miami,All
Cut Rate Lawn Care,4,2,0.0,0.0,Kansas State,QB
Scooter's Coffee,4,4,0.0,0.0,Nebraska,P
MidWestOne Bank,4,4,0.0,0.0,Iowa,SG
DB Academy,4,4,0.0,0.0,San Diego State,S
Schwab Meat,4,4,0.0,0.0,Oklahoma,WR
Atlantic Coca-Cola Bottling Company,4,4,0.0,0.0,Kansas,RB
InfluenceTee,4,4,0.0,0.0,Central Oklahoma,S
Antonio Reeves Youth Basketball Camp,4,4,0.0,0.0,Kentucky,SF
Primanti Bros,4,4,0.0,0.0,Penn State,SG
Applebee's,4,4,0.0,0.0,,OT
The Authentic at Bryant-Denny,4,4,2381076.0,2381076.0,Alabama,DL
Cruising With the Cougs,4,4,0.0,0.0,BYU,WR
The Basketball Tournament,4,4,0.0,0.0,Connecticut,PF
"White, Greer & Maggard Orthodontics",4,4,0.0,0.0,Texas,OH
Modern Market Eatery,4,4,0.0,0.0,Colorado State,OT
Mizuno,4,3,0.0,0.0,Oklahoma,P
Merchants Bank of Indiana,4,4,0.0,0.0,Indiana,PF
Wendy's,4,4,0.0,0.0,,QB
Associated Credit Union,4,4,3139796.0,3139796.0,Georgia Tech,OF
The IOWA Foundation,4,4,0.0,0.0,Iowa,CB
Coach,4,4,0.0,0.0,Oregon,WR
Mission Possible Austin,4,4,0.0,0.0,Texas,EDGE
Western National Bank,4,4,0.0,0.0,Kansas State,SG
Meals on Wheels,4,4,0.0,0.0,Iowa,EDGE
Minky Couture,4,4,0.0,0.0,Utah,VT
Hoosier Women's Youth Camp,4,4,0.0,0.0,Indiana,SG
Humane Animal Rescue of Pittsburgh,4,4,0.0,0.0,Pittsburgh,LB
Caktus AI,4,4,0.0,0.0,LSU,SF
GK Elite Sportswear,4,4,0.0,0.0,LSU,All
Kum & Go,4,4,0.0,0.0,Iowa,SF
Stuff the Bus,4,4,0.0,0.0,Kansas State,PG
AT&T Fiber,4,4,0.0,0.0,Tennessee,SG
Young Family Athletic Center,4,4,0.0,0.0,Kentucky,SG
Special Olympics West Virginia,4,4,0.0,0.0,West Virginia,GK
Bullock Museum,4,4,0.0,0.0,Texas,WR
Force Factor,4,4,0.0,0.0,Oregon State,UB
Burrito Express,4,4,0.0,0.0,Arizona State,P
Lewis Automotive Group,4,4,0.0,0.0,Kansas State,SG
Fore the Players Golf Classic,4,4,0.0,0.0,Oklahoma,P
On3 Elite,4,4,0.0,0.0,Tennessee,WR
Treehouse,4,3,0.0,0.0,,QB
CMG Leasing,4,4,0.0,0.0,Virginia Tech,CG
Transcend Capital Advisors,4,4,0.0,0.0,Oregon,G
RecycleForce,4,4,0.0,0.0,Miami,IOL
United Airlines,4,4,0.0,0.0,USC,CG
Farm Rich Snacks,4,4,0.0,0.0,Missouri,EDGE
Newegg,4,4,0.0,0.0,Arizona,PG
Olipop,4,4,0.0,0.0,Cincinnati,S
LG Electronics,4,4,1500772.0,1500772.0,LSU,CG
Boys and Girls Club of the Big Bend,4,4,0.0,0.0,UCLA,OT
Boys & Girls Clubs of Bloomington,4,4,0.0,0.0,UTEP,LB
Levi's,4,4,0.0,0.0,UCLA,TE
Sunrise Navigation Center,4,4,0.0,0.0,Auburn,S
Turnstone Center,4,3,0.0,0.0,Ohio State,PG
Uplifting Athletes,4,4,0.0,0.0,NC State,LB
Alaska Airlines,4,4,0.0,0.0,Hawaii,SG
Special Olympics Florida,4,4,0.0,0.0,Florida,S
Nebraska Furniture Mart,4,4,0.0,0.0,Nebraska,J
Fab Four Camp,4,4,0.0,0.0,Iowa State,CG
LifeWallet,4,4,0.0,0.0,Miami,WR
Spanx,4,4,0.0,0.0,LSU,All
Quizlet,4,4,0.0,0.0,Arkansas,S
Long McArthur Luxury,4,3,0.0,0.0,Kansas State,QB
Quatro Gymnastics,4,4,0.0,0.0,LSU,All
Brew and Ball,4,4,0.0,0.0,Cincinnati,DL
Little Woodrow's,4,3,0.0,0.0,,PG
Long McArthur Ford,4,4,0.0,0.0,Texas Tech,QB
Lemon Perfect,4,4,0.0,0.0,Iowa State,PV
Buck Brother LLC,4,4,0.0,0.0,Toledo,DL
University Club of Virginia Tech,4,4,0.0,0.0,Charlotte,CB
Nabisco,4,4,0.0,0.0,Louisville,PG
The Crime Commission,3,3,0.0,0.0,Memphis,EDGE
Sport Stix Pretzels,3,3,0.0,0.0,Illinois,QB
Special Olympics Memphis,3,3,0.0,0.0,Memphis,RB
NerdWallet,3,3,0.0,0.0,USC,CB
Neutrogena,3,3,0.0,0.0,UCLA,PG
Special Olympics Pennsylvania,3,3,0.0,0.0,Penn State,IOL
Dale's Place Food Pantry,3,3,0.0,0.0,Virginia Tech,LB
Sticklen & Sticklen Law Firm,3,3,0.0,0.0,Missouri,OT
Park Bank,3,3,0.0,0.0,Wisconsin,MB
Hellmann's Mayo,3,3,0.0,0.0,Houston,CB
Dayton NIL Store,3,3,0.0,0.0,Dayton,CG
Weston Printing Company,3,2,0.0,0.0,Kansas State,DL
Special Olympics Utah,3,3,0.0,0.0,Utah,EDGE
YMCA Dallas,3,3,0.0,0.0,Kansas State,PF
Hilldrup,3,3,0.0,0.0,Virginia,WR
adidas TERREX,3,3,0.0,0.0,Arizona State,P
Walton Roofing,3,3,0.0,0.0,Houston,G
Credit Bureau Systems,3,3,0.0,0.0,Austin Peay,CB
OK Tire Store,3,3,0.0,0.0,North Dakota State,EDGE
Florida State NIL Store,3,3,0.0,0.0,Florida State,IF
HulkFit Products,3,3,0.0,0.0,Wichita State,IF
Cricket West,3,3,0.0,0.0,Toledo,DL
1st Phorm,3,3,1936045.0,1936045.0,Miami,OT
Mercer Island Boys and Girls Club,3,3,0.0,0.0,Washington,P
Sanbuck Insurance,3,1,0.0,0.0,Troy,K
Oikos,3,3,0.0,0.0,Alabama A&M,QB
Hoosier Women's Volleyball Procamp,3,3,0.0,0.0,Indiana,OH
Northern Quest,3,3,1625635.0,1625635.0,Gonzaga University,PF
Warriors 4 Peace,3,2,0.0,0.0,DePaul,SG
johnnie-O,3,3,0.0,0.0,Texas A&M,G
B-Unlimited,3,3,0.0,0.0,UCF,QB
Fifth Third Bank,3,3,0.0,0.0,Oklahoma,SG
B Run Sports,3,3,0.0,0.0,Texas Tech,PG
Homeland Stores,3,3,0.0,0.0,Oklahoma,DL
D1 Approved,3,3,0.0,0.0,Belmont University,T
Home Team Pub,3,3,0.0,0.0,Syracuse,SG
Patrick Youth Development Foundation,3,3,0.0,0.0,Florida A&M,CB
iSlide,3,3,0.0,0.0,Syracuse,SG
Designer Shoe Warehouse,3,3,2381076.0,2381076.0,Ohio State,S
Forrest Spence Fund,3,3,0.0,0.0,Memphis,WR
DKNY,3,3,0.0,0.0,Louisville,OH
76 Gas Stations,3,3,0.0,0.0,NC State,PG
State Farm,3,3,0.0,0.0,USC,CG
500 Level,3,3,0.0,0.0,Boston College,WR
Shinesty,3,2,0.0,0.0,Colorado,OT
Frosted Flakes,3,3,0.0,0.0,Penn State,PF
Wood Lane Residential Services,3,3,0.0,0.0,Bowling Green,IOL
Everlight Solar,3,3,0.0,0.0,Minnesota,S
Onyx Authenticated ,3,3,0.0,0.0,,WR
Amazon Merch on Demand,3,3,0.0,0.0,Oregon State,All
Six Twelve Sports Basketball Camp,3,3,0.0,0.0,Memphis,PG
Young Money APAA Sports,3,3,0.0,0.0,Arizona State,SG
Summit Credit Union,3,3,0.0,0.0,Wisconsin,SG
Gravity,3,3,1564090.0,1564090.0,Ohio State,WR
National Athletic Trainers’ Association,3,3,0.0,0.0,SMU,TE
Essentia Water,3,3,0.0,0.0,Oregon,RB
Oxbeau,3,2,0.0,0.0,,PG
Dryworld,3,3,0.0,0.0,College of Charleston,DR
Cracker Jack,3,3,0.0,0.0,Oklahoma,RB
N.C. Department of Agriculture & Consumer Services,3,3,0.0,0.0,North Carolina,SG
Wolverine+,3,3,0.0,0.0,Duke,WR
Erie Elite Football,3,3,0.0,0.0,Coastal Carolina,LB
FTX,3,3,0.0,0.0,Florida State,RB
Optimum Nutrition,3,3,0.0,0.0,SMU,MB
D’Amelio Footwear,3,3,0.0,0.0,Connecticut,DF
Epsilon Marketing,3,3,0.0,0.0,Connecticut,SG
Good Sport,3,3,0.0,0.0,Tennessee,CB
Earp's Seafood Market,3,3,0.0,0.0,NC State,OT
THRIFTHOOD,3,2,0.0,0.0,Texas,CG
Overtime,3,3,0.0,0.0,Iowa State,PF
Orange Krush Foundation,3,3,0.0,0.0,Cincinnati,CG
Alliance for Suicide Prevention of Larimer County,3,3,0.0,0.0,Colorado State,DS
Smalls Sliders,3,3,0.0,0.0,Louisiana,WR
Super Coffee,3,3,0.0,0.0,TCU,SF
Xenith,3,3,0.0,0.0,Texas,QB
GoPowercat,3,3,0.0,0.0,Kansas State,EDGE
YMCA of Monroe County,3,2,0.0,0.0,Indiana,SF
Wings Over,3,3,0.0,0.0,NC State,SF
Simply Seattle,3,2,0.0,0.0,Washington,QB
Grind City Designs,3,3,0.0,0.0,Memphis,RB
Grippo’s Chips,3,3,1564090.0,1564090.0,Ohio State,WR
Harmless Harvest,3,3,0.0,0.0,Oregon State,All
Dicks Sporting Goods,3,2,0.0,0.0,Duke,DR
Texas Farmers Market,3,3,0.0,0.0,Texas,PG
Girl Scouts of Western Washington,3,3,0.0,0.0,Washington,LB
GLD,3,3,0.0,0.0,Vermont,SG
ZYIA Active,3,3,0.0,0.0,Utah,BB
Halo Top Creamery,3,3,0.0,0.0,Duke,DR
Moonshine Mountain Cookie Company,3,2,0.0,0.0,,WR
Subway,3,3,0.0,0.0,Duke,SF
Will Johnson Youth Football Camp,3,2,0.0,0.0,Michigan,CB
Amica Insurance,3,0,0.0,0.0,,
Dollar Slice Club,3,3,0.0,0.0,Texas,S
Onyx Authenticated,3,3,0.0,0.0,,QB
SuckerPunch Gourmet,3,3,0.0,0.0,Kentucky,QB
South Plains Food Bank,3,3,0.0,0.0,Texas Tech,LB
Wilson Motor Company,3,3,0.0,0.0,Oklahoma State,G
South County YMCA,3,2,0.0,0.0,Washington,PG
Exact Sciences,3,3,0.0,0.0,Wisconsin,PG
Doritos,3,3,1500772.0,1500772.0,LSU,CG
WinStar Farm,3,3,0.0,0.0,Nebraska,CG
Mountain America Credit Union,3,2,0.0,0.0,Utah,QB
American Cancer Society,3,3,0.0,0.0,Memphis,WR
Gymshark,3,3,0.0,0.0,Iowa State,PG
Dr Pepper,3,3,0.0,0.0,LSU,QB
Summer Scamper,3,3,0.0,0.0,Stanford,DL
Guthrie's Chicken,3,3,0.0,0.0,Florida State,DF
Muchachos,3,3,0.0,0.0,Nebraska,WR
Dr. Pepper,3,3,0.0,0.0,Florida State,QB
Simply Fuel,3,3,0.0,0.0,Texas,OH
Winter Wear and Holiday Toy Drive,3,3,0.0,0.0,Buffalo,RB
St. Michael Church Youth Football Camp,3,3,0.0,0.0,New Mexico,LB
Utes NIL Merch,3,3,0.0,0.0,Utah,MF
Lion & Cub,3,3,0.0,0.0,Penn State,SG
Poppi,3,3,0.0,0.0,Richmond,CG
Chill CVille,3,3,0.0,0.0,Virginia,RB
Jenloop,3,3,0.0,0.0,,LB
RockChalk.io,3,3,0.0,0.0,Kansas,ATH
JanSport,3,3,1500772.0,1500772.0,LSU,CG
Boys & Girls Club of PIke and Surrounding Counties,3,3,0.0,0.0,Troy,S
Church Health,3,2,0.0,0.0,,QB
Madison Social,3,3,0.0,0.0,Florida State,MF
St. Jude Research Hospital,3,3,0.0,0.0,Ball State,P
RoofClaim.com,3,3,0.0,0.0,Arkansas,SG
Benko Financial Services,3,3,0.0,0.0,Georgia,S
Clark's Pump & Shop,3,3,0.0,0.0,Kentucky,SF
Boys & Girls Clubs of Casper,3,3,0.0,0.0,Wyoming,SG
J-Bar-M Smokehouse & BBQ,3,3,0.0,0.0,Houston,EDGE
Krispy Kreme - Tallahassee,3,2,0.0,0.0,Florida A&M,CB
Children's Champions,3,3,0.0,0.0,Stanford,WR
Ryl Tea,3,3,0.0,0.0,South Carolina,PF
Mahaffey & Associates,3,3,0.0,0.0,Toledo,DL
Boys & Girls Clubs of Larimer County,3,3,0.0,0.0,Colorado State,CG
Virtual Round Table,3,3,0.0,0.0,Montana State,S
SAGE Collectibles,3,3,0.0,0.0,Michigan,S
Kroger,3,3,0.0,0.0,Alabama,PV
Iowa Giving Crew,3,3,0.0,0.0,Kansas,RB
Cactus Jack,3,3,0.0,0.0,USC,PG
Visible Mobile,3,3,0.0,0.0,Florida,All
Invisalign,3,3,0.0,0.0,UCLA,All
Ultimate Sports Bash,3,3,0.0,0.0,Utah,SG
Invesco US,3,3,0.0,0.0,Duke,DR
Purdue NIL Store,3,3,1882464.0,1882464.0,Purdue,S
Make-A-Wish Iowa,3,3,0.0,0.0,Iowa,RB
Jersey Mike's,3,3,0.0,0.0,Utah,QB
MILLIONS.co,3,3,0.0,0.0,South Carolina,SG
Intermountain Primary Children’s Hospital,3,3,0.0,0.0,Duke,S
Kendra Scott,3,3,0.0,0.0,Texas,PF
Body Armor,3,3,0.0,0.0,Louisville,All
Cats' Cupboard at K-State,3,3,0.0,0.0,Kansas State,IOL
Celsius Drink,3,3,0.0,0.0,,QB
Cats Cans,3,3,0.0,0.0,Kansas State,IOL
Respite Care,3,2,0.0,0.0,Colorado State,WR
Kellogg's Frosted Flakes,3,3,0.0,0.0,SMU,All
University of Arizona Campus Store,3,3,0.0,0.0,Arizona,OH
Low Country Boil,3,3,0.0,0.0,South Carolina,CG
KIPP Columbus,3,3,0.0,0.0,Ohio State,CB
KINLÒ,3,3,0.0,0.0,Oregon,CG
Pringles,3,3,0.0,0.0,Virginia,C
Boomer Kia,3,3,0.0,0.0,Maryland,WR
Champion,3,3,0.0,0.0,Texas,OH
Blue Cross Blue Shield of Michigan,3,3,0.0,0.0,Michigan,S
Carrying Hope,3,3,0.0,0.0,Texas,WR
Card Stock Exchange,3,3,0.0,0.0,,RB
Walmart,3,3,0.0,0.0,Princeton,AT
Rip It Sports,3,2,0.0,0.0,Illinois,OF
Lockeed Martin,3,3,0.0,0.0,UCF,MF
VIDSIG,3,3,0.0,0.0,Oklahoma,P
Redbull,3,3,4302142.0,4302142.0,BYU,CG
Jones Ford Verde Valley,3,3,1770113.0,1770113.0,Arizona State,RB
Johnny's Tavern,3,3,0.0,0.0,Kansas,ATH
Chastang Ford,3,3,0.0,0.0,Pittsburgh,SG
Rivertree Academy,3,3,0.0,0.0,TCU,SG
Big Rock Fishing Tournament,3,3,0.0,0.0,NC State,QB
Portland Gear,3,3,0.0,0.0,Oregon,PG
Robert Graham,3,3,0.0,0.0,SMU,DL
ProVelocity Bat,3,3,0.0,0.0,Oklahoma,IF
Big Leauge Chew,3,2,0.0,0.0,Washington,P
Troy Regional Emergency Department,3,3,0.0,0.0,Troy,WR
Top House Foods,3,3,0.0,0.0,Michigan,EDGE
INAKA,3,3,0.0,0.0,Texas,PG
Mellow Mushroom,3,3,0.0,0.0,Duke,CB
Salvation Army,3,3,0.0,0.0,Bradley,SG
Baldo's Ice Cream,3,2,0.0,0.0,SMU,MB
Come Home Tour,3,3,0.0,0.0,Missouri,RB
Columbus Orthopaedic Clinic,3,3,0.0,0.0,Mississippi State,WR
RHINOSHIELD,3,3,0.0,0.0,LSU,K
Philadelphia Sportscard & Memorabilia Show,3,3,0.0,0.0,Penn State,RB
Medpace,3,3,0.0,0.0,Cincinnati,LB
SURGE,3,3,0.0,0.0,Oklahoma,IF
LaceClips,3,3,0.0,0.0,Iowa State,PG
UConn NIL Store,3,2,0.0,0.0,Connecticut,CG
Marriot Hotels,3,3,0.0,0.0,Michigan,PG
Pete's Season Ticket Raffle,3,3,0.0,0.0,Oklahoma State,LB
CB18 Bar and Grill,3,3,0.0,0.0,South Carolina,P
Continental Tires,3,3,0.0,0.0,Arizona,CG
Uber,3,3,5317157.0,5317157.0,Texas,QB
Brickhouse Tavern,3,3,0.0,0.0,Texas A&M,IOL
Brutus Broth,3,3,0.0,0.0,Vanderbilt,SG
Brothers Restoring Urban Hope,3,3,0.0,0.0,Missouri,CB
Lady Vol Pitching Clinic,3,3,0.0,0.0,Tennessee,P
Community Food Share,3,3,0.0,0.0,Coastal Carolina,LB
Breaking T,3,3,0.0,0.0,Oklahoma,IF
Instagram,3,3,0.0,0.0,USC,CG
Brands Unlimited,3,3,0.0,0.0,Oklahoma,RB
Mardi Gras Meet and Greet,3,3,0.0,0.0,Tulane,LB
Buff City Soap,3,3,0.0,0.0,Louisville,S
The National Civil Rights Museum,3,3,0.0,0.0,Memphis,SG
Bank of Hawaii,3,3,0.0,0.0,Hawaii,PG
Oklahoma State Brand Squad,2,2,0.0,0.0,,LB
Open Locker,2,2,0.0,0.0,,RB
RIND Snacks,2,2,0.0,0.0,Alabama,MF
For the Bay Clothing Co.,2,1,0.0,0.0,USF,QB
Loch Bar,2,2,0.0,0.0,Wisconsin,PG
Kick The Sheets,2,2,0.0,0.0,West Virginia,DL
Keys2Work,2,2,0.0,0.0,UCLA,S
Open Hand Atlanta,2,2,0.0,0.0,Georgia Tech,LB
Foot Locker,2,2,0.0,0.0,,WR
North Rock Creek Baseball & Softball Camp,2,2,0.0,0.0,Oklahoma,OF
Open House at The Woody with Coach Day,2,2,0.0,0.0,,CB
Relax the Back,2,2,0.0,0.0,Ole Miss,WR
Operation Warm,2,2,0.0,0.0,Duke,SG
Pro Sports Zone,2,2,0.0,0.0,Duke,WR
NFL Sunday Ticket,2,2,0.0,0.0,Georgia,EDGE
SoHoodie,2,2,0.0,0.0,FIU,WR
Giant Food,2,2,0.0,0.0,Virginia Tech,CG
St. Francis Table Soup Kitchen,2,2,0.0,0.0,Oklahoma,SF
Georgia Peanut Commission,2,2,0.0,0.0,,QB
Princess Polly Boutique,2,2,0.0,0.0,Kansas State,OH
Oakley,2,2,0.0,0.0,Florida,IF
Octane Football,2,2,0.0,0.0,,TE
NXTRND,2,2,0.0,0.0,,WR
Geaux Enterprises,2,2,0.0,0.0,Houston,PF
October's Very Own,2,2,0.0,0.0,Florida Atlantic,PF
Novashine Teeth Whitening,2,2,0.0,0.0,Florida,All
Gatorverse,2,2,1600000.0,1600000.0,Kentucky,CG
QuillBot,2,2,0.0,0.0,Michigan State,PF
Nourished,2,2,0.0,0.0,Drexel,CG
Oklahoma Council on Economic Education,2,2,0.0,0.0,Oklahoma,IF
Lockerverse,2,2,0.0,0.0,Oregon,S
Lexington Youth Basketball Camp,2,2,0.0,0.0,Memphis,SF
Rally House,2,2,0.0,0.0,Cincinnati,PG
LittleStar ABA Therapy,2,1,0.0,0.0,Indiana,SG
Neighborhood JAM,2,2,0.0,0.0,Oklahoma,P
Nine Irish Brothers,2,2,0.0,0.0,Duke,PF
G Fuel,2,2,0.0,0.0,Oregon,PF
Nicholas Air,2,2,0.0,0.0,,QB
Lindy Infante Foundation,2,2,0.0,0.0,Baylor,CB
Fragrance.com,2,2,0.0,0.0,Louisville,QB
Out Of System,2,2,0.0,0.0,Louisville,OH
Fred Caldwell Chevrolet,2,2,1538802.0,1538802.0,Clemson,QB
Lincoln Airport,2,2,0.0,0.0,Nebraska,IF
Lifestyle Bands,2,2,0.0,0.0,Toledo,S
Special Olympics Minnesota,2,1,0.0,0.0,Minnesota,SG
Niagara Water,2,2,0.0,0.0,USC,RB
Recruiting Analytics,2,2,0.0,0.0,North Carolina,CB
LaSalle Bakery,2,2,0.0,0.0,Providence,SF
RODS Heroes,2,2,0.0,0.0,Tulsa,QB
Free People Movement,2,2,0.0,0.0,Alabama,PV
New Era,2,2,1575405.0,1575405.0,Alabama,WR
Omaha Steak Company,2,2,0.0,0.0,Utah,VT
Raid,2,2,0.0,0.0,Baylor,CG
L'Oréal Paris USA,2,2,0.0,0.0,UCLA,All
Raleigh Journey League,2,2,0.0,0.0,NC State,SG
LifeBrand,2,2,0.0,0.0,Georgia Tech,DR
Oncology Care via Avalon Park Foundation,2,2,0.0,0.0,Florida State,OT
Southwest Advocacy Group,2,2,0.0,0.0,Florida,VT
GHOST,2,2,0.0,0.0,,PG
Ready Life,2,1,0.0,0.0,,EDGE
GK Gymnastics,2,2,0.0,0.0,Oregon State,UB
Forever 21,2,2,0.0,0.0,Oregon,All
Gait Lacrosse,2,1,0.0,0.0,Maryland,DF
Fresno First Bank,2,2,0.0,0.0,,WR
Kiser Furniture Co.,2,2,0.0,0.0,Virginia Tech,WR
South Carolina Watermelon Association,2,2,0.0,0.0,South Carolina,PF
Ladies Night Out with Kansas Football,2,2,0.0,0.0,Kansas,QB
Push Paddle or Pedal,2,2,0.0,0.0,Indiana,C
Kiwiclo,2,2,0.0,0.0,Penn State,QB
Spreadshop,2,2,0.0,0.0,St. John's,SG
Project Athletes,2,2,0.0,0.0,Illinois,IOL
Life Ring Foundation,2,2,0.0,0.0,Appalachian State,IOL
Southcoast Health,2,2,0.0,0.0,Providence,SG
Lithia Ford,2,2,0.0,0.0,Boise State,QB
Liquid I.V.,2,2,0.0,0.0,Washington,RB
Klarna,2,2,0.0,0.0,,OT
Prolific Sports Lab,2,2,0.0,0.0,Georgia,IOL
Nissan,2,2,0.0,0.0,Florida,UB
Nautica,2,2,0.0,0.0,,WR
Spotify,2,2,0.0,0.0,USC,CG
GNC,2,2,0.0,0.0,USC,PF
Nintendo,2,2,4199730.0,4199730.0,Florida,QB
Nebraska NIL Store,2,1,0.0,0.0,,SG
Mercedes-Benz of Baton Rouge,2,2,1500772.0,1500772.0,LSU,CG
Resilient SFBL,2,2,0.0,0.0,Oklahoma,IF
Snack Fanatics,2,2,0.0,0.0,St. John's,PF
Matthews Motors,2,2,0.0,0.0,,WR
Imo's Pizza,2,2,0.0,0.0,,QB
Matchpoint Connection,2,2,0.0,0.0,LSU,IF
Pathwater,2,2,0.0,0.0,SMU,SG
Markley Motors,2,2,0.0,0.0,Colorado State,OH
STEAZ,2,2,0.0,0.0,Santa Clara University,DF
Mike Jones Ford Lincoln,2,2,0.0,0.0,Purdue,RB
Marion County Commission on Youth,2,1,0.0,0.0,Boston College,C
Hibbett Sports,2,2,0.0,0.0,TCU,CG
SOS Heating & Cooling,2,2,0.0,0.0,Nebraska,DL
Influence Tee,2,2,0.0,0.0,Jackson State,DF
Miller's Ale House,2,2,0.0,0.0,Middle Tennessee State,WR
Planet Fitness,2,2,0.0,0.0,VCU,PG
Herman Cook Volkswagen,2,2,0.0,0.0,Louisville,TE
Milo's Sweet Tea,2,2,0.0,0.0,,S
PlantFuel,2,2,0.0,0.0,,All
Help Tackle Hunger Food Drive,2,1,0.0,0.0,Illinois,EDGE
Mancino's Pizza & Grinders,2,2,0.0,0.0,Ball State,P
Heavy Hitters Camp,2,2,0.0,0.0,Oklahoma,OF
Minsky’s,2,2,0.0,0.0,Kansas,C
Mamba & Mambacita Sports Foundation,2,2,0.0,0.0,Duke,SG
PlayStation,2,2,0.0,0.0,,SF
SANA,2,2,0.0,0.0,Oakland,SG
Health Alliance,2,2,0.0,0.0,Illinois,K
Make Your Move,2,2,0.0,0.0,Penn State,CG
Moline Park District,2,2,0.0,0.0,Notre Dame,OT
Maize Unified School District,2,2,0.0,0.0,Kansas State,RB
Phoenix Children's,2,2,0.0,0.0,Grand Canyon University,SG
Sadie's of New Mexico,2,2,0.0,0.0,UCLA,PG
Mid-South Food Bank,2,2,0.0,0.0,Memphis,WR
Sansbuck Insurance,2,2,0.0,0.0,Troy,QB
Peptalk Motivation,2,2,0.0,0.0,UCLA,WR
Perfect Hydration Water,2,2,0.0,0.0,Georgia,WR
Mercedes-Benz of Gainesville,2,2,0.0,0.0,Florida,QB
Hulu,2,2,0.0,0.0,,QB
Hugo Boss,2,2,2288842.0,2288842.0,Alabama,QB
Memphis Grindhouse Coffee,2,2,0.0,0.0,Purdue,RB
Samsung,2,2,3184895.0,1592447.5,Clemson,QB
San Diego State NIL Store,2,2,0.0,0.0,Ohio State,SF
Mercedes-Benz of Knoxville,2,2,0.0,0.0,,SF
Hotel Indigo,2,2,0.0,0.0,,RB
San Marcos BBQ,2,2,0.0,0.0,Colorado,DL
Meep Meep Apparel,2,2,0.0,0.0,TCU,RB
Quest Nutrition,2,1,0.0,0.0,Florida,All
Paul Miller Ford,2,2,0.0,0.0,,SF
Meals on Wheels of Norman,2,2,0.0,0.0,Oklahoma,IF
Sarchione Auto Gallery,2,2,0.0,0.0,SMU,QB
SaluteLeos,2,2,0.0,0.0,Michigan,All
ICONX CARDS,2,2,0.0,0.0,LSU,P
Sally Hansen,2,2,1575405.0,1575405.0,Alabama,WR
Hometown Realty,2,2,0.0,0.0,,WR
Homemakers Furniture,2,2,0.0,0.0,Iowa State,PF
Scarborough Custom Tailoring,2,2,0.0,0.0,University of San Francisco,PG
Peloton,2,2,0.0,0.0,Michigan,SG
McKee Homes,2,2,0.0,0.0,NC State,OT
IPZ,2,2,0.0,0.0,Texas,PG
McCombs Ford West,2,2,0.0,0.0,UTSA,S
Playa Society,2,2,0.0,0.0,TCU,SG
Momentum Ink,2,2,0.0,0.0,Oklahoma,C
Harry's,2,2,0.0,0.0,North Carolina,SG
