company_name,n_deals,n_unique_athletes,total_nil_value,avg_nil_value,top_school,top_position
Lowes Foods,2,2,0.0,0.0,Wake Forest,WR
Lulu's Latin Food,2,2,0.0,0.0,Kansas,RB
Grammarly,2,2,0.0,0.0,,CG
Grafton High School Youth Football Camp,2,2,0.0,0.0,West Virginia,QB
Gourmet Pantry,2,2,0.0,0.0,Ole Miss,CG
Luka Garza Skills Camp,2,2,0.0,0.0,Iowa,SF
Myrtle Beach Welcome Home Tour,2,2,0.0,0.0,South Carolina,DL
Rickart Automative,2,2,0.0,0.0,,EDGE
Just Women’s Sports,2,2,0.0,0.0,Texas,OH
NBC Sports,2,2,0.0,0.0,Indiana,OH
Gopher Brand Athletes,2,2,0.0,0.0,,QB
Lubbock Meals on Wheels,2,2,0.0,0.0,Texas Tech,C
SleeperHQ,2,2,0.0,0.0,,PG
Lowe's Home Improvement,2,2,0.0,0.0,,SF
Greenleaf Kitchen and Cocktails,2,2,0.0,0.0,Arizona State,RB
KFC,2,2,0.0,0.0,Alabama A&M,SF
Gonna Need Milk,2,2,0.0,0.0,UCLA,All
Revival Fitness Texas,2,2,0.0,0.0,SMU,PF
Small Wins,2,2,0.0,0.0,Michigan State,DL
Kamp Kiki,2,1,0.0,0.0,Tennessee,OF
Premier Health Ohio,2,2,0.0,0.0,Connecticut,CG
SmartCups,2,2,0.0,0.0,UCLA,CB
Premier Window Tinting Ink,2,2,0.0,0.0,Nebraska,DS
GoFundMe,2,2,0.0,0.0,Alabama,PV
Kansas Farm Bureau,2,2,0.0,0.0,Kansas State,C
Smoothie King,2,2,0.0,0.0,,PF
Glory Days Grill,2,2,0.0,0.0,Florida State,DF
Rising Tide Youth Football Camp,2,2,1575405.0,1575405.0,Michigan,RB
Jim Click Automotive,2,2,0.0,0.0,Texas State,WR
Harrington Law,2,2,0.0,0.0,,DL
Jamal Hill's Turkey Giveaway,2,2,0.0,0.0,Oregon,S
Harbor Path,2,2,0.0,0.0,Ole Miss,P
Sharp Performance Combine,2,2,0.0,0.0,Kansas,ATH
Hangry Joe's,2,2,0.0,0.0,Texas State,DF
Palmetto Cards,2,2,0.0,0.0,Yale,S
Rusty Taco,2,2,0.0,0.0,Buffalo,IOL
Moneyball Sportswear,2,2,0.0,0.0,LSU,SG
Palmetto Autographs,2,2,2589918.0,2589918.0,South Carolina,QB
Magnuson Performance,2,2,0.0,0.0,,CB
Players Club Live,2,2,0.0,0.0,TCU,WR
Montana Together,2,2,0.0,0.0,Montana,DF
Plum Practicewear,2,2,0.0,0.0,Oklahoma,All
Poetryy Finance,2,2,0.0,0.0,South Carolina,PG
Habitat for Humanity of Monroe County,2,2,0.0,0.0,Indiana,CG
Jewlr,2,2,0.0,0.0,Central Oklahoma,S
Habitat Tucson,2,2,0.0,0.0,Tennessee,IOL
HOPE Farm,2,2,0.0,0.0,TCU,CB
Polo Ralph Lauren,2,2,0.0,0.0,Oregon,G
MYEP,2,2,0.0,0.0,Iowa,LB
PING Golf,2,2,0.0,0.0,Texas A&M,G
Rockin' Protein,2,2,0.0,0.0,Louisville,CB
Jeffs Pizza Shop,2,2,0.0,0.0,Iowa State,WR
PACE Alachua,2,2,0.0,0.0,Florida,DL
Mt. Olive Pickle Juicers,2,2,0.0,0.0,North Carolina,C
Jersey Mike's Subs,2,2,0.0,0.0,Boston College,LB
Grubhub,2,2,0.0,0.0,SMU,MB
Jewelry Television,2,2,0.0,0.0,Tennessee,P
Leif Johnson Ford,2,2,0.0,0.0,Oregon State,QB
Farmers Bank & Trust,2,2,0.0,0.0,Temple,CG
Curry Brand,2,2,0.0,0.0,LSU,PG
White Castle,2,2,0.0,0.0,Oregon State,All
Donor Fest at Overton Square,2,2,0.0,0.0,Troy,RB
Taylor Made,2,2,0.0,0.0,Oregon,G
Angel City FC,2,2,0.0,0.0,UCLA,All
Anita Carmon-Harrison Elementary,2,2,0.0,0.0,Texas Tech,WR
Charlotte Football Club,2,2,0.0,0.0,Clemson,DF
Ute Zone,2,2,0.0,0.0,Utah,BB
Anson Belt & Buckle,2,2,0.0,0.0,UCF,CB
Team IMPACT,2,1,0.0,0.0,,DL
Anthony Leal & Trey Galloway Skills Camp,2,2,0.0,0.0,Indiana,SG
Tempo College Park,2,2,0.0,0.0,Maryland,QB
Apple Cash,2,2,1500772.0,1500772.0,LSU,CG
Chegg,2,2,0.0,0.0,,CG
Tim Short Auto Group,2,2,0.0,0.0,Kentucky,DL
VKTRY Gear,2,2,0.0,0.0,Duquesne,SG
Double Z Bar and Grill,2,2,0.0,0.0,Butler,SF
VO2,2,2,0.0,0.0,Louisville,SF
Chick-fil-A West Jackson Avenue,2,2,0.0,0.0,Florida State,QB
Tigers in the Wild,2,2,0.0,0.0,LSU,VT
Arkansas 211,2,2,0.0,0.0,Arkansas,DL
Tigers NIL Store,2,1,0.0,0.0,,PG
The Big 30 Collection,2,1,0.0,0.0,,C
Chinook Seedery,2,2,0.0,0.0,Arkansas,S
The Black and Gold Shop,2,2,0.0,0.0,Iowa,SG
Western Elite,2,2,0.0,0.0,UNLV,SF
Athlete Zone,2,2,0.0,0.0,,PG
Tide On Tour,2,2,0.0,0.0,Alabama,LB
The CavFutures Show,2,2,0.0,0.0,Virginia,OH
Wender Weis Foundation,2,2,0.0,0.0,Stanford,DL
Anderson Ford of Lincoln,2,1,0.0,0.0,Nebraska,P
Champs x Eastbay,2,2,0.0,0.0,Texas,PF
DeadSoxy,2,2,0.0,0.0,Ole Miss,RB
Wireless Zone,2,2,0.0,0.0,St. John's,SG
Wright's Barbecue,2,2,0.0,0.0,SMU,IOL
Central California Blood Center,2,2,0.0,0.0,Fresno State,IOL
University of Michigan Credit Union,2,1,0.0,0.0,,CB
TNNS,2,2,0.0,0.0,Alabama,CG
Allstate,2,2,0.0,0.0,Alabama,RB
TR Waste Solutions,2,2,0.0,0.0,LSU,IF
TRUFF,2,2,0.0,0.0,Ohio State,IOL
Duke NIL Store,2,2,0.0,0.0,,SG
Wizeprep,2,2,0.0,0.0,Houston,SG
Drone Lawrence,2,2,0.0,0.0,Kansas,RB
Alumni Cookie Dough,2,2,0.0,0.0,Houston,WR
Tom Shanahan Report,2,2,0.0,0.0,,G
Drink LMNT,2,2,0.0,0.0,Washington,LB
Alzheimer Association's,2,2,0.0,0.0,Iowa State,DL
Downy,2,2,0.0,0.0,Texas,CG
Winning Way Foundation,2,2,0.0,0.0,South Carolina,DF
Toledo Mudhens,2,2,0.0,0.0,,SG
Wing Wars,2,2,0.0,0.0,Kansas State,DL
Wing Stop,2,2,0.0,0.0,NC State,CG
Wine and Dine with Willie Fritz,2,2,0.0,0.0,Baylor,DL
Take a Hike Foundation,2,2,0.0,0.0,Nevada,SG
Champs Raise,2,2,0.0,0.0,Kansas State,IOL
Tallahassee Ford,2,2,0.0,0.0,,RB
Dr. Dish Basketball ,2,2,0.0,0.0,Michigan,CG
Bobbitt Construction,2,2,0.0,0.0,,QB
American Red Cross of Indiana,2,2,0.0,0.0,Michigan,QB
Wilson Basketball,2,2,0.0,0.0,Vanderbilt,PG
Ames Ford Lincoln,2,2,0.0,0.0,Iowa State,DL
The City Apartments,2,2,0.0,0.0,Boston College,S
Christopher Mobley,2,2,0.0,0.0,,WR
Xfinity,2,2,0.0,0.0,,SG
Coaching for Literacy,2,2,0.0,0.0,Kansas,WR
Crescent,2,2,0.0,0.0,LSU,S
VisitLEX,2,2,0.0,0.0,Kentucky,IOL
ClearCover,2,2,0.0,0.0,UCLA,RB
CougsFirst!,2,2,0.0,0.0,Washington State,EDGE
Bad Boy Mowers,2,2,0.0,0.0,,CG
Clearcover Insurance,2,2,0.0,0.0,Utah,MB
Beacon Orthopaedics & Sports Medicine,2,2,0.0,0.0,,QB
The Warehouse at C.C. Creations,2,2,0.0,0.0,,RB
Clemson Downs,2,2,0.0,0.0,Clemson,S
The Vue,2,2,0.0,0.0,Maryland,SG
Be Present Ohio,2,2,0.0,0.0,Dayton,PG
Core Hydration,2,2,0.0,0.0,Florida,All
The Pennant,2,2,0.0,0.0,Kansas State,LB
Banter,2,2,0.0,0.0,BYU,S
BUBBL'R,2,2,0.0,0.0,Utah,All
CommunityCars.com,2,2,0.0,0.0,Indiana,CG
Banter by Piercing Pagoda,2,2,0.0,0.0,TCU,SF
Commonwealth Causes,2,2,0.0,0.0,USF,PF
Bazooka,2,2,1500772.0,1500772.0,LSU,CG
Cold Beers & Cheeseburgers,2,2,1770113.0,1770113.0,,RB
Bayview on the Water,2,2,0.0,0.0,Seton Hall,SG
Vitalant Blood Donation,2,2,0.0,0.0,,WR
The Real Cost,2,2,0.0,0.0,Connecticut,SG
Barstool Athlete,2,2,0.0,0.0,,C
Vittles For Vets,2,2,0.0,0.0,Virginia Tech,WR
Comfort Food Cook-Off,2,2,0.0,0.0,Iowa,SG
Columbia Fireflies,2,2,2589918.0,2589918.0,South Carolina,QB
College Thread,2,2,0.0,0.0,Minnesota,BB
Behind the Visor,2,2,0.0,0.0,Florida State,IOL
BOA Nutrition ,2,2,0.0,0.0,Baylor,C
Wells Fargo,2,2,0.0,0.0,USC,CG
TheLinkU Shop,2,2,0.0,0.0,Houston,SG
Austin Allies,2,2,0.0,0.0,Texas,PF
Chubby's - University Mall,2,2,0.0,0.0,Arizona State,SF
Darlington Raceway,2,1,0.0,0.0,NC State,QB
Thompson Family Fund for Cancer Research,2,2,0.0,0.0,Kansas State,WR
Big Brothers Big Sisters - KC,2,2,0.0,0.0,Kansas,ATH
Therabody,2,2,0.0,0.0,Duke,DR
The Dank,2,2,0.0,0.0,NC State,CG
Aztec Fast Showcase,2,1,0.0,0.0,,RB
Cincinnati Reds,2,2,0.0,0.0,Cincinnati,IOL
DAX Hair Care,2,2,0.0,0.0,LSU,All
WaterLand Co.,2,2,0.0,0.0,Rutgers,QB
D1 Knoxville,2,2,0.0,0.0,Carson Newman College,QB
Bevel,2,2,0.0,0.0,Stanford,QB
Victoria's Secret PINK,2,2,0.0,0.0,Texas,CG
BMW of Tuscaloosa,2,2,0.0,0.0,,EDGE
The Foundry Bowling Green,2,0,0.0,0.0,,
Cirkul,2,2,0.0,0.0,Connecticut,SF
Cuts Clothing,2,2,0.0,0.0,,PF
City Center,2,2,0.0,0.0,Oklahoma,IF
The Green & Gold Sweepstakes,2,2,0.0,0.0,SMU,WR
City of Hattiesburg,2,2,0.0,0.0,Southern Miss,DF
Current,2,2,0.0,0.0,Arkansas,CG
Culver's Restaurants,2,2,0.0,0.0,Florida State,P
Crumbl Cookies,2,2,0.0,0.0,Clemson,DR
Clarks Shoes,2,2,0.0,0.0,Kentucky,BB
Berry Blendz,2,1,0.0,0.0,Ole Miss,SG
Vinaigrette Salad Kitchen,2,2,0.0,0.0,Louisville,S
Crosstown Cafe,2,2,0.0,0.0,Purdue,WR
Eastmont Community Foundation,2,2,0.0,0.0,Virginia Tech,CG
Tampax,2,2,1500772.0,1500772.0,LSU,CG
College Football Edits,2,2,0.0,0.0,Sacramento State,WR
Fanatics Authentic,2,2,0.0,0.0,,C
US Cellular,2,2,0.0,0.0,Iowa,CG
Campbell's Chunky Soup,2,2,0.0,0.0,Florida,PG
Boys & Girls Clubs of King County,2,2,0.0,0.0,Washington,LB
Tricolor Holdings,2,2,0.0,0.0,UCLA,SF
Exit 56 Publications,2,2,0.0,0.0,Penn State,QB
EvoShield,2,2,0.0,0.0,Maryland,QB
Evening With Coach Franklin and PSU Football,2,2,0.0,0.0,Penn State,LS
Summer Supply Drive,2,2,0.0,0.0,Iowa State,PG
CAPSA,2,2,0.0,0.0,Tulsa,QB
mnml,2,2,0.0,0.0,South Carolina,SG
C Spire,2,2,0.0,0.0,Mississippi State,PG
Byrne Insurance,2,2,0.0,0.0,Appalachian State,OT
UGG,2,2,0.0,0.0,Miami,J
Uninterrupted,2,2,1500772.0,1500772.0,LSU,CG
110 Grill,2,2,0.0,0.0,TCU,PG
TruHeight Supplements,2,2,0.0,0.0,Oregon,PV
Zaxby’s,2,2,0.0,0.0,Rice,TE
United Bank,2,2,0.0,0.0,,RB
CareSource,2,2,0.0,0.0,,SF
Feeding Southwest Virginia,2,2,0.0,0.0,Virginia Tech,WR
Feldman Chevrolet of Highland,2,2,0.0,0.0,,TE
Step One,2,2,0.0,0.0,Sacramento State,DL
FanJolt,2,2,0.0,0.0,,PG
Carolina Basketball Association,2,2,0.0,0.0,South Carolina,PG
304 Properties,2,2,0.0,0.0,West Virginia,VT
Stone Belt,2,2,0.0,0.0,Indiana,DF
Family First Center for Autism and Child Developme,2,1,0.0,0.0,Kansas State,PF
TruFru,2,2,0.0,0.0,Connecticut,SG
7hills Homeless Center,2,2,0.0,0.0,Missouri,S
Boys and Girls Club of Southwest Virginia,2,2,0.0,0.0,Ole Miss,PG
iFolio,2,2,0.0,0.0,Kentucky,SG
drtlife,2,2,0.0,0.0,Baylor,EDGE
Fabletics,2,2,0.0,0.0,Grand Canyon University,MF
Fan Controlled Football,2,2,0.0,0.0,,QB
Stewart Campus,2,2,0.0,0.0,UTSA,DL
CLR Academy,2,1,0.0,0.0,,RB
Boys and Girls Club of Bloomington,2,2,0.0,0.0,Indiana,CB
USA Softball,2,2,0.0,0.0,Wichita State,IF
CVS,2,2,0.0,0.0,Pittsburgh,RB
ACCELERATOR,2,2,0.0,0.0,Arkansas,PF
Boys & Girls Clubs of the Pee Dee,2,2,0.0,0.0,Clemson,DL
boohooMAN,2,1,0.0,0.0,Sacramento State,SF
All In Beauty & Wellness Spa,2,2,0.0,0.0,UTSA,CB
iHerb,2,2,0.0,0.0,Maryland,All
CHRISTUS Children's Hospital,2,2,0.0,0.0,UTSA,QB
F45 South Training,2,2,0.0,0.0,Connecticut,SF
Starkey Inc.,2,2,0.0,0.0,Mississippi State,C
StockX,2,1,0.0,0.0,,CG
Carolina Courtesy,2,2,0.0,0.0,South Carolina,SF
Cats Can,2,2,0.0,0.0,,RB
Fillback Family of Dealerships,2,1,0.0,0.0,,OT
Casetify,2,2,0.0,0.0,LSU,All
Fire Fly Recovery,2,2,0.0,0.0,Pittsburgh,OH
First Watch,2,2,0.0,0.0,Boston College,WR
YSS,2,2,0.0,0.0,Iowa State,PG
Airbnb,2,2,0.0,0.0,Indiana,SF
Casper,2,2,0.0,0.0,Texas,SF
Catoe's Power Equipment,2,1,0.0,0.0,,LB
Brighton Ford,2,2,0.0,0.0,Michigan,DL
Brew City Battle,2,2,0.0,0.0,Wisconsin,PG
YSL,2,2,0.0,0.0,LSU,All
YMCA of Centre County,2,2,0.0,0.0,Penn State,OT
Turn 90,2,2,0.0,0.0,Florida,LB
"""Boston Ball""",2,2,0.0,0.0,,PG
Alba Botanica’s Pimple Patches,2,2,0.0,0.0,Oregon State,All
Boosted,2,2,0.0,0.0,Baylor,SG
Albion Fit,2,2,0.0,0.0,Utah,SG
"""Air""",2,2,0.0,0.0,North Florida,DL
Yasso Frozen Greek Yogurt,2,2,0.0,0.0,Florida,All
Surcheros Fresh Mex,2,2,0.0,0.0,Georgia,WR
Fetch Rewards,2,2,0.0,0.0,,PG
"10,000 Small Businesses Voices",2,2,0.0,0.0,Arizona,CG
Advanced Heating & Cooling,2,2,0.0,0.0,,CB
Town & Country Farms,2,2,0.0,0.0,,PG
Yellow Door Foundation,2,2,0.0,0.0,Virginia,AT
Fifth Season,2,1,0.0,0.0,Pittsburgh,AT
Trueblood Real Estate,2,2,1882464.0,1882464.0,Purdue,PF
Advanced Emurgent Care,2,2,0.0,0.0,Liberty,PF
Young & Established,2,2,0.0,0.0,Indiana,OT
Totes,2,2,0.0,0.0,Indiana,SG
U.S. Department of Justice,1,0,0.0,0.0,,
Victory Snacks,1,1,0.0,0.0,,QB
Pizza Provisions,1,1,0.0,0.0,Campbell,CB
U.S. Attorney’s Office,1,0,0.0,0.0,,
Pizza Hut,1,1,0.0,0.0,Wyoming,QB
UCLA Ticket Office,1,1,0.0,0.0,UCLA,QB
Vivid Seats,1,1,0.0,0.0,Vanderbilt,OF
UConn Men’s Championship Dinner,1,0,0.0,0.0,,
Quashie Family Dental,1,1,0.0,0.0,Hampton,SG
Podium,1,1,0.0,0.0,,PG
Voice in Sport,1,1,0.0,0.0,SMU,MB
Pivot Bio Originals,1,1,0.0,0.0,Iowa State,PG
Volley On,1,1,0.0,0.0,,MB
USAA,1,1,0.0,0.0,Texas A&M,G
USMC Sports Leadership Academy,1,1,0.0,0.0,Kentucky,IOL
Pittsburgh Sports Now,1,1,0.0,0.0,Pittsburgh,PG
Vital Performance,1,1,0.0,0.0,TCU,CG
Virc Nutritionals,1,1,0.0,0.0,,QB
Platin Audio,1,1,0.0,0.0,UCLA,RB
Visit Sarasota County,1,1,0.0,0.0,Florida,S
Plantiful Superfoods,1,1,0.0,0.0,Seattle University,SG
Q30 Innovations,1,1,0.0,0.0,,S
Virc Snacks,1,1,0.0,0.0,Utah,BB
Vintage Brand,1,1,0.0,0.0,Florida,IF
Visit Bloomington,1,1,0.0,0.0,,SG
PuttView,1,1,0.0,0.0,Oregon,G
UPLIFT Coffee,1,1,0.0,0.0,Kansas,ATH
Playa’s Fashion,1,1,0.0,0.0,NC State,CG
PlayBooked,1,1,0.0,0.0,,S
ViewPointe Vision,1,1,0.0,0.0,Nebraska,IF
USA Competitions,1,1,0.0,0.0,Utah,BB
VinFast,1,1,0.0,0.0,Auburn,All
Playtex,1,1,0.0,0.0,UCLA,All
U.S. Marines,1,1,0.0,0.0,Florida State,QB
Villanova’s Special Olympics,1,0,0.0,0.0,,
Purple,1,1,0.0,0.0,UCLA,All
Vitalant,1,1,0.0,0.0,,OT
Queens Pro,1,1,0.0,0.0,UCLA,MF
Quarterbacks Against Cancer Camp,1,1,0.0,0.0,UT Martin,QB
Prisma Health-Upstate Giving,1,1,0.0,0.0,,DL
PokesWithAPurposeMerch.com,1,1,0.0,0.0,Houston,IOL
VEII Apparel,1,1,0.0,0.0,,S
Volo Sports,1,1,0.0,0.0,Bryant University,PG
United Sports,1,1,0.0,0.0,Iowa State,SG
Upside,1,1,0.0,0.0,,IOL
Premier Girls Fastpitch,1,1,0.0,0.0,Nebraska,P
Preediction,1,1,0.0,0.0,,C
Prohibition Soap,1,1,0.0,0.0,,QB
Precious Hunnie Beez Florals,1,1,0.0,0.0,,EDGE
Uptown Brewing Co.,1,1,0.0,0.0,East Carolina,QB
United Equity,1,1,0.0,0.0,Nebraska,L
Urban Skin RX,1,1,0.0,0.0,TCU,CG
Project 44,1,1,0.0,0.0,SMU,CG
Urbana Middle School,1,1,0.0,0.0,Illinois,QB
Uswing Sunglasses,1,1,0.0,0.0,,G
Utah Sour Gummies,1,1,0.0,0.0,Utah,VT
Utah Warriors Rugby,1,1,0.0,0.0,,QB
Produce Section Clothing,1,1,0.0,0.0,Colorado,S
PrettyLittleThing,1,1,0.0,0.0,Auburn,All
Prodigy Fitness,1,1,0.0,0.0,Pittsburgh,WR
United Way of Battle Creek/Kalamazoo,1,1,0.0,0.0,Western Michigan,IOL
University Credit Union,1,1,0.0,0.0,California Baptist University,SG
University Co-op,1,1,0.0,0.0,Texas,L
University Book Store,1,1,0.0,0.0,,PG
Prissy Athletics,1,1,0.0,0.0,,SF
Pro Camps,1,0,0.0,0.0,,
Universal Orlando Resort,1,1,0.0,0.0,UCF,QB
Up and Running Ohio,1,1,0.0,0.0,Dayton,CG
Proceller8,1,1,0.0,0.0,NC State,P
Prime Society,1,1,0.0,0.0,UCF,SF
Uplift Coffee Co,1,1,0.0,0.0,,SG
Prime,1,1,0.0,0.0,TCU,CG
United States Sports Cards,1,1,0.0,0.0,Maryland,BB
United States Polo Association,1,1,0.0,0.0,UCLA,QB
Upper Deck,1,1,0.0,0.0,,QB
Prater's Flooring,1,1,0.0,0.0,Tennessee,CG
PrOWLerzClub,1,1,0.0,0.0,Arkansas,SG
Veritx Community Bank,1,1,0.0,0.0,Texas A&M,G
Unilever,1,1,0.0,0.0,Utah,All
Prowlerz Club,1,1,0.0,0.0,Wisconsin,PG
Vanguard Volkswagen ,1,1,0.0,0.0,Texas,CB
Prudential Financial,1,0,0.0,0.0,,
Public Rec,1,1,0.0,0.0,Florida,All
Porsche of Jackson,1,1,0.0,0.0,,S
Vanlinker,1,1,0.0,0.0,Louisville,S
Vapor Apparel,1,1,0.0,0.0,Clemson,DR
Umaps,1,1,0.0,0.0,Florida,All
Purdue Institute for Cancer Research,1,1,0.0,0.0,Purdue,PF
Poppa Earle's,1,1,0.0,0.0,Louisiana,C
Popeyes,1,1,0.0,0.0,Lake Erie College,IOL
Venmo,1,1,0.0,0.0,Penn State,QB
Pond Lehocky,1,1,0.0,0.0,,S
Uber Eats,1,1,1575405.0,1575405.0,Alabama,WR
Verb Energy,1,1,0.0,0.0,Illinois,OF
Vanessa Flair,1,1,0.0,0.0,Utah,BB
Positivity Water,1,1,0.0,0.0,,S
Protect The Pack,1,1,0.0,0.0,,RB
Uncomn Wealth,1,1,0.0,0.0,,TE
Unified Volleyball Camp,1,1,0.0,0.0,Nebraska,L
Powercat Sports Grill,1,1,0.0,0.0,,PG
VELO Sports,1,1,0.0,0.0,Florida,OF
Project Repat,1,1,0.0,0.0,,J
Undeniably Dairy,1,1,0.0,0.0,,DF
VI Coffee Bar,1,1,0.0,0.0,Xavier,PF
Power of Bowser Auto,1,1,0.0,0.0,,DL
Value City Furniture,1,1,0.0,0.0,,QB
Proplan,1,1,0.0,0.0,,All
Valiant MGMT,1,1,0.0,0.0,Duke,WR
Power To The Patients,1,1,0.0,0.0,,PF
Pottery Barn Teen,1,1,0.0,0.0,UCLA,All
Valley GMC,1,1,1625635.0,1625635.0,Oklahoma,QB
Uncle Funky's Daughter,1,1,0.0,0.0,,CG
Pups Day Out Football Camp,1,1,0.0,0.0,,LB
St. Louis School,1,1,0.0,0.0,Memphis,PF
Pittsburgh Pirates,1,1,0.0,0.0,,S
Zero-G Mouthguards,1,1,0.0,0.0,Georgia Southern,WR
Orgain,1,1,0.0,0.0,Texas,OH
Ore-Ida Potatoes,1,1,0.0,0.0,,SG
Orangetheory Fitness,1,1,0.0,0.0,,C
Orange Park Big Man Camp,1,1,0.0,0.0,Florida,IOL
YUNMAI,1,1,0.0,0.0,West Virginia,SG
YWCA Nashville,1,1,0.0,0.0,Notre Dame,CG
Options Travel,1,1,0.0,0.0,Utah,SG
Opolis Clothing Company,1,1,0.0,0.0,,LB
Yaxel Lendeborg Basketball Camp,1,1,2274193.0,2274193.0,Michigan,PF
Operation Give Birds,1,1,0.0,0.0,Iowa,CG
Opendorse,1,1,0.0,0.0,,DL
Your Brand Voice,1,1,0.0,0.0,Arkansas State,WR
Opal Camera,1,1,0.0,0.0,Iowa State,PG
YouthBASE,1,1,0.0,0.0,Clemson,WR
ZIYNX,1,1,0.0,0.0,,S
Zane Durant Youth Football Camp ,1,1,0.0,0.0,Penn State,DL
Zarell Fashion,1,1,0.0,0.0,,PF
Onpointe Tax and Accounting,1,1,0.0,0.0,Cincinnati,DL
Ono Hawaiian BBQ,1,1,0.0,0.0,Sacramento State,IOL
Zero FG Energy,1,1,3139796.0,3139796.0,Miami,QB
OneGroup,1,1,0.0,0.0,,C
Orlin & Cohen Orthopedic Group,1,0,0.0,0.0,,
OrthoCarolina,1,1,0.0,0.0,Tennessee,OT
Orthodontics Exclusively,1,1,0.0,0.0,Oklahoma,P
Overtime Gym,1,1,0.0,0.0,Iowa State,PG
PEAS,1,1,0.0,0.0,St. John's,SF
Winchell Mountain Coffee,1,0,0.0,0.0,,
PEAKZ,1,1,0.0,0.0,,S
PATTERN,1,1,0.0,0.0,Arizona State,P
Windsor Store,1,1,0.0,0.0,SMU,MB
Ozark Adaptive Sports Association,1,1,0.0,0.0,Arkansas,CB
Wiseguy Pizza Pie,1,1,2056072.0,2056072.0,Arkansas,QB
Owen County State Bank,1,1,0.0,0.0,Indiana,SG
Owala,1,1,0.0,0.0,Louisville,S
Overtime Fits,1,1,0.0,0.0,TCU,CG
Ouai,1,1,0.0,0.0,South Carolina,SG
Woodhouse Auto Family,1,1,0.0,0.0,,EDGE
Wreaths Across America,1,1,0.0,0.0,,PG
Outlander Capital,1,1,0.0,0.0,SMU,S
XPAND Sports,1,1,0.0,0.0,LSU,All
Ouro,1,0,0.0,0.0,,
Xtreme Xperience,1,1,0.0,0.0,,OT
Our Friend Christopher,1,1,0.0,0.0,,LB
Our Daily Bread Food & Resource Center,1,1,0.0,0.0,Oklahoma State,IOL
Our Daily Bread,1,1,0.0,0.0,,WR
One.One,1,1,0.0,0.0,Kansas State,QB
One Way Clothing,1,1,0.0,0.0,Syracuse,SG
Williamson Cosmetic Center,1,1,0.0,0.0,,CG
Zhou Nutrition,1,1,0.0,0.0,New Hampshire,All
Olay,1,1,0.0,0.0,Charlotte,SG
Oklahoma State Sour Gummies,1,1,0.0,0.0,,S
imPRESS,1,1,0.0,0.0,UCLA,All
kanjam,1,1,0.0,0.0,,DL
Oklahoma Pork,1,1,0.0,0.0,,RB
Oklahoma Motorcars,1,1,0.0,0.0,,P
mph.bank,1,1,0.0,0.0,Florida,All
myNILpay,1,1,0.0,0.0,LSU,TE
nate,1,1,0.0,0.0,,All
Oh Snap! Pickles,1,1,0.0,0.0,Yale,QB
Office of National Drug Control Policy,1,1,0.0,0.0,Arizona,S
Odyssey Snacks,1,1,0.0,0.0,Utah,BB
Odor Exploder,1,1,0.0,0.0,,WR
nuuly,1,1,0.0,0.0,Duke,DR
ripple,1,1,0.0,0.0,Florida State,IF
Oconee Gold,1,1,0.0,0.0,NC State,OT
sauce,1,1,0.0,0.0,UCLA,QB
Oats Over Night,1,1,0.0,0.0,Louisville,S
scoutSMART,1,1,0.0,0.0,,RB
trü frü,1,1,0.0,0.0,Washington,P
v-moda,1,1,0.0,0.0,,QB
iProvide Fitness,1,1,0.0,0.0,,RB
Old Hickory Bats,1,1,0.0,0.0,Wake Forest,IF
Old Vienna,1,1,0.0,0.0,,WR
bibigo,1,1,0.0,0.0,UCLA,All
One Initiative,1,1,0.0,0.0,,IOL
Ziebart USA,1,1,0.0,0.0,Western Michigan,RB
Zion Stanford Basketball Camp,1,1,0.0,0.0,Villanova,SF
ZipRecruiter,1,1,0.0,0.0,Florida,All
adidas Football,1,1,0.0,0.0,Charlotte,SG
alice + olivia by StaceyBendet,1,1,0.0,0.0,,PG
Omni Oklahoma City Hotel,1,1,0.0,0.0,Nebraska,P
b condoms,1,1,0.0,0.0,,S
Omaha Productions,1,1,0.0,0.0,,All
c.w.urban,1,1,0.0,0.0,Utah,SG
hannismooth,1,1,0.0,0.0,Texas,CG
c4energy,1,1,0.0,0.0,Savannah State,TE
corosglobal,1,1,0.0,0.0,Notre Dame,DR
Ole Boy Outfitters,1,1,0.0,0.0,Oklahoma State,IOL
cuts,1,1,0.0,0.0,Clemson,PG
e.l.f. Cosmetics and Skincare,1,1,0.0,0.0,,SG
envio skincare,1,1,0.0,0.0,Creighton,OH
every bitch needs a scrunchie,1,1,0.0,0.0,Louisville,OH
got2b,1,1,0.0,0.0,UCLA,All
grey street.,1,1,0.0,0.0,,PV
PLB Sports,1,1,0.0,0.0,,QB
POWERHANDZ,1,1,1500772.0,1500772.0,LSU,CG
Pitt County Public Schools,1,1,0.0,0.0,East Carolina,OT
Peacock,1,1,0.0,0.0,Loyola (Chi),CG
Waitr,1,1,0.0,0.0,LSU,IF
Perplexity,1,1,0.0,0.0,,CB
Walcott Denistry,1,1,0.0,0.0,,TE
Performance Toyota Bountiful,1,1,0.0,0.0,Utah,QB
Walk-On's,1,1,0.0,0.0,LSU,TE
Walkaway Sports,1,1,0.0,0.0,,C
Walker's Furniture,1,1,0.0,0.0,,C
Walter Hays Elementary School,1,1,0.0,0.0,Stanford,SG
War Eagle Plus,1,1,0.0,0.0,,P
War of Will,1,1,0.0,0.0,,QB
